id,countryname,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,year,HALE,EG,pop_totl,CO2,Urb,Hep,OIL_t,Oil
15,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,2014,67.91,11863.86,4201598,4.206685,-0.3775963,1475.168,3.1881,0.75878273
15,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,2015,67.61,12285.3,4151725,4.340846,-0.7801262,1553.31,3.31218,0.797784054
15,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,2016,68.12,12849.35,4106867,4.44928,-0.6456845,1692.231,3.3245,0.809497848
15,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,2017,68.03,13485.88,4041407,4.650707,-1.139783,1798.329,3.5595,0.880757617
15,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,2018,68.19,14060.72,3988775,4.453598,-0.8179575,1943.085,3.4458,0.863874247
15,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,2019,68.38,14641.23,3949390,4.548475,-0.47562,2174.231,3.3437,0.846637076
15,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,2020,67.73,13544.97,3914206,4.406002,-0.3530338,2341.577,2.8625,0.731310514
15,Croatia,ECS,Europe and Central Asia,,,HIC,High income,IBD,IBRD,2021,66.8,15394.47,3878981,4.568236,-0.3408766,2867.461,3.0169,0.777755808
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2000,65.31,12543.94,10255063,12.90223,-0.4586622,923.6326,7.869329291,0.767360404
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2001,65.51,12958.47,10216605,12.94187,-0.5258602,1031.862,8.322905197,0.814644904
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2002,65.54,13179.99,10196916,12.49374,-0.2849817,1127.056,8.071767811,0.791589125
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2003,65.46,13618.93,10193998,12.81757,-0.1221541,1274.927,8.631512425,0.846724948
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2004,65.82,14259.63,10197101,12.89844,-0.063183,1329.602,9.510008816,0.93261887
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2005,65.97,15147.72,10211216,12.63729,0.0446235,1402.738,9.932000215,0.972655971
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2006,66.41,16107.3,10238905,12.77334,0.1770067,1476.812,9.800018594,0.957135416
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2007,66.6,16892.54,10298828,12.84901,0.4883015,1580.407,9.724,0.944185105
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2008,66.81,17190.65,10384603,12.1444,0.73545,1777.906,9.767,0.940527048
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2009,66.91,16272.81,10443936,11.4619,0.4743069,2015.822,9.423,0.90224605
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2010,67.11,16665.93,10474410,11.55092,0.1972091,2108.163,8.902,0.849880805
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2011,67.29,16926.29,10496088,11.25304,0.1111459,2186.789,9.017656506,0.859144522
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2012,67.44,16772.35,10510785,10.84821,0.1563173,2222.762,8.900831902,0.846828463
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2013,67.56,16759.78,10514272,10.41688,0.1601482,2309.539,8.478068634,0.806339101
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2014,67.98,17118.04,10525347,10.18805,0.233457,2471.632,8.975363499,0.852738014
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2015,67.88,17931.6,10546059,10.26779,0.3232374,2488.401,8.736783047,0.828440562
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2016,68.21,18359.1,10566332,10.39227,0.3185298,2671.879,8.188261917,0.774938921
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2017,68.22,19257.69,10594438,10.4182,0.4082654,2853.609,9.561324348,0.90248528
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2018,68.29,19736.63,10629928,10.28595,0.4931034,3075.206,9.624,0.905368315
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2019,68.49,20360.06,10671870,9.679953,0.5684577,3422.447,9.749,0.913523122
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2020,67.7,19233.15,10697858,8.823411,0.4324401,4023.556,8.498,0.794364629
16,Czech Republic,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2021,66.66,20373.88,10505772,9.437489,-1.605498,4581.48,9.361,0.891033995
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2000,66.66,49266.99,5339616,9.954986,0.3506792,2327.041,10.343,1.937030678
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2001,66.78,49557.15,5358783,10.21766,0.4170636,2492.146,9.924,1.851913018
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2002,66.83,49624.6,5375931,10.09598,0.4368481,2670.243,9.583,1.782574962
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2003,67.11,49708.09,5390574,11.07565,0.4009641,2747.887,9.228,1.711877065
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2004,67.43,50956.3,5404523,10.01735,0.4994684,2970.798,9.058,1.676003599
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2005,67.8,52015.18,5419432,9.349725,0.6138415,3109.049,9.179723277,1.693853392
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2006,67.86,53823.16,5437272,10.78149,0.6100965,3429.282,9.271429461,1.705161975
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2007,67.94,54113.98,5461438,9.866193,0.6697121,3647.802,9.353607633,1.712663887
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2008,68.19,53572.54,5493621,9.216871,0.8121043,3938.908,9.221442853,1.678572813
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2009,68.39,50635.91,5523095,8.771007,0.7279907,4314.072,8.254627325,1.494565515
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2010,68.62,51209.45,5547683,8.752591,0.606766,4571.534,8.542626946,1.539854917
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2011,69.02,51667.53,5570572,7.806649,0.5982141,4629.337,8.151410047,1.463298571
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2012,69.26,51470.69,5591572,6.901834,0.5888079,4723.601,7.534033256,1.347390905
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2013,69.43,51970.39,5614932,7.184255,0.5888705,4837.09,7.342318048,1.30764149
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2014,69.69,52368.36,5643475,6.415249,0.6421394,4952.499,7.318647031,1.296833428
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2015,69.78,53094.01,5683483,5.995197,0.8390473,5094.613,7.443466527,1.309666366
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2016,69.87,54300.2,5728010,6.233648,0.9128531,5347.764,7.455921507,1.301660002
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2017,70.06,55601.02,5764980,5.823507,0.7744612,5605.823,7.410258148,1.285391822
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2018,69.97,56355.07,5793636,5.808856,0.6290886,5816.919,7.471723524,1.289643244
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2019,70.31,57114.62,5814422,5.19436,0.4945813,6180.273,7.507429711,1.291173862
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2020,70.24,55934.55,5831404,4.766725,0.4302016,6712.172,6.399571139,1.097432306
17,Denmark,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2021,70.06,59803.92,5856733,5.019164,0.5740343,7531.55,6.461918389,1.103331565
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2000,63.5,3953.399,12689206,1.737122,2.573885,194.2562,6.511,0.513113271
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2001,63.88,4049,12910740,1.882859,2.55657,228.7717,6.771,0.524447088
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2002,63.98,4174.898,13138472,1.849233,2.271821,283.2906,6.723,0.51170334
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2003,64.58,4220.213,13372306,1.857331,2.087555,354.5889,6.879,0.514421372
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2004,64.65,4430.237,13608701,1.927171,2.074746,396.1374,7.231409542,0.531381323
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2005,64.49,4589.329,13846163,2.03933,2.049627,424.9168,7.876970764,0.568891957
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2006,64.67,4706.98,14086131,2.146232,2.035355,458.2823,8.341572591,0.592183375
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2007,64.94,4715.304,14328773,2.152285,2.025605,450.0163,8.480195129,0.591829819
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2008,64.98,4939.902,14575202,2.186749,2.020304,482.6486,8.733508323,0.599203244
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2009,65.37,4909.337,14825954,2.33877,2.018282,509.566,8.898310882,0.600184709
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2010,65.54,5022.204,15076695,2.478932,1.988626,563.1156,10.27268235,0.681361688
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2011,65.88,5359.457,15326227,2.462922,1.898029,645.2345,10.53578765,0.687435182
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2012,66.07,5579.856,15572194,2.435289,1.809877,703.2927,10.91262166,0.700776118
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2013,66.54,5893.322,15807128,2.552589,1.714674,762.6796,11.55905485,0.731255852
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2014,66.92,6055.042,16035124,2.653088,1.64727,796.0847,12.1764314,0.759359978
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2015,67.13,5976.16,16266225,2.598218,1.647254,838.3434,11.78523039,0.72452154
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2016,67.16,5849.136,16505139,2.482372,1.672383,817.6135,11.05022944,0.669502356
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2017,67.29,6104.272,16759519,2.372628,1.743293,877.0139,10.75939001,0.641986802
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2018,67.41,6063.096,17049547,2.426557,1.952597,928.4782,11.66714583,0.68430826
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2019,67.62,5971.389,17340021,2.354449,1.947562,922.8361,11.28437905,0.650770783
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2020,63.52,5355.689,17546065,2.035357,1.462167,916.4363,9.088107043,0.517956992
18,Ecuador,LCN,Latin America and Caribbean,LAC,Latin America and Caribbean (excluding high income),UMC,Upper middle income,IBD,IBRD,2021,64.34,5836.167,17682454,2.255886,1.077751,984.0311,11.27656655,0.637726333
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2000,60.42,2458.608,73083284,1.750199,2.2708,282.1264,27.249,0.372848598
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2001,60.23,2492.034,74652029,1.891426,2.231231,320.7903,25.659,0.343714703
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2002,60.28,2498.481,76239137,1.901353,2.211033,333.3125,25.542,0.335024779
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2003,60.27,2524.805,77853548,1.899082,2.202651,325.6158,26.171,0.336156806
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2004,60.6,2574.423,79477443,2.018353,2.171459,316.9823,27.555,0.346702145
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2005,60.87,2635.703,81101004,2.199519,2.129176,339.1812,29.198,0.360020204
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2006,60.92,2761.624,82700403,2.283805,2.059767,360.3681,28.235,0.341413088
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2007,61.07,2902.066,84276225,2.396307,1.899138,357.0418,30.486,0.361739031
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2008,61.09,3052.213,85864789,2.352713,1.820967,384.5608,32.213,0.375159601
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2009,61.11,3135.097,87501636,2.403782,1.844228,389.7348,33.692,0.385044229
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2010,61.15,3233.845,89196072,2.373938,1.871471,385.8883,34.632,0.388268219
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2011,61.34,3222.376,91093059,2.407782,2.060284,411.7774,34.771,0.381708556
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2012,61.18,3220.992,93161001,2.500417,2.119097,484.7024,35.638,0.382542047
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2013,61.65,3216.378,95333553,2.399353,2.181778,511.6855,36.076,0.378418708
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2014,61.66,3235.662,97528654,2.389995,2.150465,507.6588,37.971,0.389331734
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2015,61.38,3306.982,99597342,2.403603,1.972793,570.2333,38.712,0.388685072
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2016,61.86,3381.222,101644589,2.460509,1.910731,557.8469,39.982,0.393350993
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2017,62.27,3452.91,103696057,2.527354,1.934973,577.052,37.92,0.365684107
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2018,62.35,3568.64,105682094,2.427799,1.894796,542.4581,33.684,0.318729491
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2019,62.52,3701.245,107553158,2.204156,1.81584,554.683,31.711,0.29484025
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2020,61.19,3770.869,109315124,2.069141,1.748914,517.0255,27.428,0.250907642
19,"Egypt, Arab Rep",MEA,Middle East and North Africa,MNA,Middle East and North Africa (excluding high income),LMC,Lower middle income,IBD,IBRD,2021,60.36,3837.32,110957008,2.25075,1.675287,610.0887,29.652,0.267238641
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2000,61.85,10006.77,1396985,12.43857,0.2318329,485.6877,1.114,0.797431612
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2001,61.77,10662.95,1388115,12.79375,-0.8187714,491.5986,1.287,0.927156612
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2002,62.06,11474.66,1379350,12.32378,-0.8155652,546.9086,1.444,1.046869902
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2003,62.67,12424.04,1370720,13.88358,-0.8115904,672.7037,1.354,0.987802031
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2004,62.99,13348.53,1362550,14.23977,-0.7820946,773.8113,1.376,1.009871197
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2005,63.51,14703.62,1354775,14.30319,-0.75679,878.2358,1.401,1.034120057
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2006,63.65,16234.51,1346810,13.89654,-0.7760881,959.4409,1.466,1.088498006
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2007,63.77,17543.46,1340680,16.60456,-0.6429675,1149.064,1.564,1.166572187
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2008,64.69,16689,1337090,15.0592,-0.4552415,1357.022,1.489852334,1.114249852
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2009,65.34,14274.85,1334515,12.59739,-0.3801886,1400.336,1.338177587,1.002744508
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2010,66.01,14657.94,1331475,16.19107,-0.4172587,1423.475,1.379433608,1.036019157
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2011,66.33,15820.92,1327439,16.32738,-0.4932428,1490.137,1.342281441,1.01118126
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2012,66.44,16460.68,1322696,15.51649,-0.3447546,1581.463,1.595117,1.20595889
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2013,66.95,16809.53,1317997,17.38577,-0.1383467,1722.098,1.57917,1.198159025
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2014,67,17413.69,1314545,16.67558,-0.0466781,1839.727,1.457893,1.109047617
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2015,67.42,17722.16,1315407,15.19758,0.2806315,1938.467,1.451026,1.103100409
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2016,67.46,18264.99,1315790,15.18464,0.2437166,2098.463,1.411349,1.072624811
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2017,67.87,19270.81,1317384,16.10973,0.3454667,2234.291,1.473982,1.118870428
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2018,67.97,19914.34,1321977,16.91315,0.5849635,2441.556,1.45216,1.098475995
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2019,68.37,20579.88,1326898,11.08435,0.6194411,2702.267,1.293365,0.974728276
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2020,68.07,19946.95,1329522,8.635284,0.4550682,3040.187,1.340544,1.008290198
20,Estonia,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2021,66.74,21351.39,1330932,9.248782,0.3742384,3371.099,1.318038,0.990312052
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2000,66.86,37872.6,5176209,11.11338,0.4964153,1899.958,10.538,2.03585288
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2001,67.14,38784.13,5188008,12.25355,0.452528,2016.049,10.328,1.99074481
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2002,67.2,39343.07,5200598,12.63732,0.406147,2181.933,10.6,2.038227142
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2003,67.38,40038.98,5213014,14.21255,0.4019739,2306.277,10.922,2.095141122
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2004,67.56,41521.96,5228172,13.47496,0.4523716,2514.672,10.154,1.942170227
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2005,67.73,42529.35,5246096,11.10176,0.5027937,2656.446,10.54134605,2.009369644
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2006,67.93,44069.39,5266268,13.26362,0.5428673,2854.295,10.20951885,1.938662987
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2007,67.99,46213.69,5288720,12.86975,0.5830736,3059.397,10.3021169,1.947941449
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2008,68.26,46359.88,5313399,11.25903,0.6229246,3344.24,9.93983393,1.870710995
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2009,68.41,42412.51,5338871,10.69056,0.6342013,3478.633,9.362699046,1.753685198
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2010,68.57,43556.54,5363352,12.27637,0.8653859,3560.796,9.719217734,1.812153619
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2011,68.92,44391.45,5388272,10.80441,1.109675,3773.794,9.519823818,1.766767494
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2012,69.06,43507.93,5413971,9.663905,1.100087,3918.011,9.130823818,1.686529872
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2013,69.34,42883.64,5438972,9.804646,0.7949134,4068.486,9.448823818,1.737244431
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2014,69.56,42502.49,5461512,9.051962,0.4722816,4084.226,8.90809266,1.631067122
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2015,69.85,42560.34,5479531,8.389586,0.3880597,4098.866,8.960437811,1.635256341
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2016,69.82,43529.68,5495303,8.880948,0.3460866,4213.808,9.434064024,1.716750473
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2017,69.97,44862.22,5508214,8.364417,0.293288,4341.44,9.151618953,1.66144942
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2018,70.04,45337.24,5515525,8.600233,0.199423,4484.349,9.079794002,1.646224793
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2019,70.19,45898.57,5521606,7.99416,0.1851016,4821.267,9.004,1.630684985
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2020,69.98,44690.98,5529543,7.1371,0.2267038,5169.583,8.082,1.461603608
21,Finland,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2021,69.93,45818.08,5541017,7.117177,0.2996332,5683.238,7.559268,1.36423837
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2000,67.98,33255.14,60918661,6.586015,1.025642,2516.148,94.93475692,1.558385483
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2001,68.04,33640.67,61364377,6.605518,1.065841,2685.418,94.87177659,1.546039921
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2002,68.14,33753.58,61812142,6.469774,1.058822,2876.46,92.45892245,1.495805184
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2003,68.12,33840.62,62249855,6.503511,1.035025,2858.248,92.90145808,1.492396377
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2004,68.75,34557.15,62707588,6.47318,1.05963,2973.443,93.79475362,1.495748068
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2005,68.75,34946.04,63180854,6.460274,1.072638,3135.556,91.88843929,1.454371593
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2006,69.12,35645.42,63622342,6.246641,1.016066,3392.947,91.72046833,1.441639296
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2007,69.33,36322.17,64016890,6.096413,0.9330674,3541.164,89.45379403,1.397346763
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2008,69.42,36257.37,64375116,5.949567,0.875728,3706.476,87.70009409,1.362329104
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2009,69.55,35052.85,64706436,5.723942,0.8326142,3935.898,84.20283961,1.301305478
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2010,69.7,35578.2,65026211,5.809347,0.8150488,4052.594,81.51148563,1.25351738
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2011,69.97,36269.96,65340830,5.575593,0.804979,4211.189,80.23710013,1.227977975
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2012,70,36161.29,65657659,5.576483,0.8087947,4281.726,77.32812155,1.177747162
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2013,70.2,36256.09,65997932,5.469753,0.8422046,4531.453,76.24774431,1.155305053
22,France,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,2014,70.52,36444.39,66312067,4.947635,0.8016022,4636.941,73.68788324,1.111228869
